"","station_code","station_name","CityZH","Fenwei","Province","CityEN","designation","YRD","PRD","keyregion","GADM_ID_2","CityID","CityGADM","NAME_2","Lon","Lat","keyregion2018"
"50","1051A","<U+6E38><U+6CF3><U+9986>","<U+4FDD><U+5B9A>",FALSE,"Hebei","Baoding","26+2",FALSE,FALSE,"Jingjinji",90,32,90,"Baoding",115.493,38.8632,"2+26"
"51","1052A","<U+534E><U+7535><U+4E8C><U+533A>","<U+4FDD><U+5B9A>",FALSE,"Hebei","Baoding","26+2",FALSE,FALSE,"Jingjinji",90,32,90,"Baoding",115.5223,38.8957,"2+26"
"52","1053A","<U+63A5><U+5F85><U+4E2D><U+5FC3>","<U+4FDD><U+5B9A>",FALSE,"Hebei","Baoding","26+2",FALSE,FALSE,"Jingjinji",90,32,90,"Baoding",115.4713,38.9108,"2+26"
"53","1054A","<U+5730><U+8868><U+6C34><U+5382>","<U+4FDD><U+5B9A>",FALSE,"Hebei","Baoding","26+2",FALSE,FALSE,"Jingjinji",90,32,90,"Baoding",115.4612,38.8416,"2+26"
"54","1055A","<U+80F6><U+7247><U+5382>","<U+4FDD><U+5B9A>",FALSE,"Hebei","Baoding","26+2",FALSE,FALSE,"Jingjinji",90,32,90,"Baoding",115.442,38.8756,"2+26"
"55","1056A","<U+76D1><U+6D4B><U+7AD9>","<U+4FDD><U+5B9A>",FALSE,"Hebei","Baoding","26+2",FALSE,FALSE,"Jingjinji",90,32,90,"Baoding",115.5214,38.8707,"2+26"
"56","1057A","<U+4EBA><U+6C11><U+516C><U+56ED>","<U+5F20><U+5BB6><U+53E3>",FALSE,"Hebei","Zhangjiakou","neighbor1",FALSE,FALSE,"Jingjinji",100,107,100,"Zhangjiakou",114.8985,40.8367,NA
"57","1058A","<U+63A2><U+673A><U+5382>","<U+5F20><U+5BB6><U+53E3>",FALSE,"Hebei","Zhangjiakou","neighbor1",FALSE,FALSE,"Jingjinji",100,107,100,"Zhangjiakou",114.892,40.79481,NA
"58","1059A","<U+4E94><U+91D1><U+5E93>","<U+5F20><U+5BB6><U+53E3>",FALSE,"Hebei","Zhangjiakou","neighbor1",FALSE,FALSE,"Jingjinji",100,107,100,"Zhangjiakou",114.8814,40.8115,NA
"59","1060A","<U+4E16><U+7EAA><U+8C6A><U+56ED>","<U+5F20><U+5BB6><U+53E3>",FALSE,"Hebei","Zhangjiakou","neighbor1",FALSE,FALSE,"Jingjinji",100,107,100,"Zhangjiakou",114.9032,40.7688,NA
"60","1061A","<U+5317><U+6CF5><U+623F>","<U+5F20><U+5BB6><U+53E3>",FALSE,"Hebei","Zhangjiakou","neighbor1",FALSE,FALSE,"Jingjinji",100,107,100,"Zhangjiakou",114.904,40.8725,NA
"61","1062A","<U+94C1><U+8DEF>","<U+627F><U+5FB7>",FALSE,"Hebei","Chengde","neighbor1",FALSE,FALSE,"Jingjinji",92,190,92,"Chengde",117.9664,40.9161,NA
"62","1063A","<U+4E2D><U+56FD><U+94F6><U+884C>","<U+627F><U+5FB7>",FALSE,"Hebei","Chengde","neighbor1",FALSE,FALSE,"Jingjinji",92,190,92,"Chengde",117.9525,40.9843,NA
"63","1064A","<U+5F00><U+53D1><U+533A>","<U+627F><U+5FB7>",FALSE,"Hebei","Chengde","neighbor1",FALSE,FALSE,"Jingjinji",92,190,92,"Chengde",117.963,40.9359,NA
"64","1065A","<U+6587><U+5316><U+4E2D><U+5FC3>","<U+627F><U+5FB7>",FALSE,"Hebei","Chengde","neighbor1",FALSE,FALSE,"Jingjinji",92,190,92,"Chengde",117.8184,40.9733,NA
"65","1066A","<U+79BB><U+5BAB>","<U+627F><U+5FB7>",FALSE,"Hebei","Chengde","neighbor1",FALSE,FALSE,"Jingjinji",92,190,92,"Chengde",117.9384,41.0112,NA
"66","1067A","<U+836F><U+6750><U+516C><U+53F8>","<U+5ECA><U+574A>",FALSE,"Hebei","Langfang","26+2",FALSE,FALSE,"Jingjinji",95,58,95,"Langfang",116.6838,39.5178,"2+26"
"67","1068A","<U+5F00><U+53D1><U+533A>","<U+5ECA><U+574A>",FALSE,"Hebei","Langfang","26+2",FALSE,FALSE,"Jingjinji",95,58,95,"Langfang",116.7729,39.5747,"2+26"
"68","1069A","<U+73AF><U+5883><U+76D1><U+6D4B><U+76D1><U+7406><U+4E2D><U+5FC3>","<U+5ECA><U+574A>",FALSE,"Hebei","Langfang","26+2",FALSE,FALSE,"Jingjinji",95,58,95,"Langfang",116.715,39.5571,"2+26"
"69","1070A","<U+5317><U+534E><U+822A><U+5929><U+5B66><U+9662>","<U+5ECA><U+574A>",FALSE,"Hebei","Langfang","26+2",FALSE,FALSE,"Jingjinji",95,58,95,"Langfang",116.7464,39.5343,"2+26"
"70","1071A","<U+6CA7><U+53BF><U+57CE><U+5EFA><U+5C40>","<U+6CA7><U+5DDE>",FALSE,"Hebei","Cangzhou","26+2",FALSE,FALSE,"Jingjinji",91,206,91,"Cangzhou",116.8854,38.2991,"2+26"
"71","1072A","<U+7535><U+89C6><U+8F6C><U+64AD><U+7AD9>","<U+6CA7><U+5DDE>",FALSE,"Hebei","Cangzhou","26+2",FALSE,FALSE,"Jingjinji",91,206,91,"Cangzhou",116.8584,38.3254,"2+26"
"72","1073A","<U+5E02><U+73AF><U+4FDD><U+5C40>","<U+6CA7><U+5DDE>",FALSE,"Hebei","Cangzhou","26+2",FALSE,FALSE,"Jingjinji",91,206,91,"Cangzhou",116.8709,38.3228,"2+26"
"73","1074A","<U+7535><U+673A><U+5317><U+5382>","<U+8861><U+6C34>",FALSE,"Hebei","Hengshui","26+2",FALSE,FALSE,"Jingjinji",94,265,94,"Hengshui",115.6951,37.7575,"2+26"
"74","1075A","<U+5E02><U+76D1><U+6D4B><U+7AD9>","<U+8861><U+6C34>",FALSE,"Hebei","Hengshui","26+2",FALSE,FALSE,"Jingjinji",94,265,94,"Hengshui",115.6426,37.7379,"2+26"
"75","1076A","<U+5E02><U+73AF><U+4FDD><U+5C40>","<U+8861><U+6C34>",FALSE,"Hebei","Hengshui","26+2",FALSE,FALSE,"Jingjinji",94,265,94,"Hengshui",115.6906,37.739,"2+26"
"76","1077A","<U+8FBE><U+6D3B><U+6CC9>","<U+90A2><U+53F0>",FALSE,"Hebei","Xingtai","26+2",FALSE,FALSE,"Jingjinji",99,289,99,"Xingtai",114.4821,37.0967,"2+26"
"77","1078A","<U+90A2><U+5E08><U+9AD8><U+4E13>","<U+90A2><U+53F0>",FALSE,"Hebei","Xingtai","26+2",FALSE,FALSE,"Jingjinji",99,289,99,"Xingtai",114.5261,37.0533,"2+26"
"78","1079A","<U+8DEF><U+6865><U+516C><U+53F8>","<U+90A2><U+53F0>",FALSE,"Hebei","Xingtai","26+2",FALSE,FALSE,"Jingjinji",99,289,99,"Xingtai",114.5331,37.0964,"2+26"
"79","1080A","<U+5E02><U+73AF><U+4FDD><U+5C40>","<U+90A2><U+53F0>",FALSE,"Hebei","Xingtai","26+2",FALSE,FALSE,"Jingjinji",99,289,99,"Xingtai",114.4854,37.062,"2+26"
"80","1081A","<U+5C16><U+8349><U+576A>","<U+592A><U+539F>",FALSE,"Shanxi","Taiyuan","26+2",FALSE,FALSE,"none",270,54,270,"Taiyuan",112.522,37.8873,"2+26"
"81","1082A","<U+6DA7><U+6CB3>","<U+592A><U+539F>",FALSE,"Shanxi","Taiyuan","26+2",FALSE,FALSE,"none",270,54,270,"Taiyuan",112.573,37.9103,"2+26"
"82","1083A","<U+4E0A><U+5170>","<U+592A><U+539F>",FALSE,"Shanxi","Taiyuan","26+2",FALSE,FALSE,"none",270,54,270,"Taiyuan",112.434,38.0108,"2+26"
"83","1084A","<U+664B><U+6E90>","<U+592A><U+539F>",FALSE,"Shanxi","Taiyuan","26+2",FALSE,FALSE,"none",270,54,270,"Taiyuan",112.469,37.7124,"2+26"
"84","1085A","<U+5C0F><U+5E97>","<U+592A><U+539F>",FALSE,"Shanxi","Taiyuan","26+2",FALSE,FALSE,"none",270,54,270,"Taiyuan",112.5583,37.7394,"2+26"
"85","1086A","<U+6843><U+56ED>","<U+592A><U+539F>",FALSE,"Shanxi","Taiyuan","26+2",FALSE,FALSE,"none",270,54,270,"Taiyuan",112.5369,37.8692,"2+26"
"86","1087A","<U+575E><U+57CE>","<U+592A><U+539F>",FALSE,"Shanxi","Taiyuan","26+2",FALSE,FALSE,"none",270,54,270,"Taiyuan",112.57,37.8195,"2+26"
"87","1088A","<U+5357><U+5BE8>","<U+592A><U+539F>",FALSE,"Shanxi","Taiyuan","26+2",FALSE,FALSE,"none",270,54,270,"Taiyuan",112.549,37.9854,"2+26"
"88","1089A","<U+91D1><U+80DC>","<U+592A><U+539F>",FALSE,"Shanxi","Taiyuan","26+2",FALSE,FALSE,"none",270,54,270,"Taiyuan",112.488,37.7805,"2+26"
"89","1090A","<U+547C><U+5E02><U+4E00><U+76D1>","<U+547C><U+548C><U+6D69><U+7279>",FALSE,"Nei Mongol","Hohhot","neighbor2",FALSE,FALSE,"none",213,36,213,"Hohhot",111.651,40.7579,NA
"90","1091A","<U+5C0F><U+53EC>","<U+547C><U+548C><U+6D69><U+7279>",FALSE,"Nei Mongol","Hohhot","neighbor2",FALSE,FALSE,"none",213,36,213,"Hohhot",111.658,40.8033,NA
"91","1092A","<U+5174><U+677E><U+5C0F><U+533A>","<U+547C><U+548C><U+6D69><U+7279>",FALSE,"Nei Mongol","Hohhot","neighbor2",FALSE,FALSE,"none",213,36,213,"Hohhot",111.659,40.8452,NA
"92","1093A","<U+7CD6><U+5382>","<U+547C><U+548C><U+6D69><U+7279>",FALSE,"Nei Mongol","Hohhot","neighbor2",FALSE,FALSE,"none",213,36,213,"Hohhot",111.608,40.8144,NA
"93","1094A","<U+5982><U+610F><U+6C34><U+5904><U+7406><U+5382>","<U+547C><U+548C><U+6D69><U+7279>",FALSE,"Nei Mongol","Hohhot","neighbor2",FALSE,FALSE,"none",213,36,213,"Hohhot",111.751,40.8369,NA
"94","1095A","<U+4E8C><U+5341><U+4E5D><U+4E2D>","<U+547C><U+548C><U+6D69><U+7279>",FALSE,"Nei Mongol","Hohhot","neighbor2",FALSE,FALSE,"none",213,36,213,"Hohhot",111.7277,40.8062,NA
"95","1096A","<U+5DE5><U+5927><U+91D1><U+5DDD><U+6821><U+533A>","<U+547C><U+548C><U+6D69><U+7279>",FALSE,"Nei Mongol","Hohhot","neighbor2",FALSE,FALSE,"none",213,36,213,"Hohhot",111.551,40.7866,NA
"96","1097A","<U+5316><U+80A5><U+5382><U+751F><U+6D3B><U+533A>","<U+547C><U+548C><U+6D69><U+7279>",FALSE,"Nei Mongol","Hohhot","neighbor2",FALSE,FALSE,"none",213,36,213,"Hohhot",111.717,40.7612,NA
"97","1098A","<U+68EE><U+6797><U+8DEF>","<U+6C88><U+9633>",FALSE,"Liaoning","Shenyang","none",FALSE,FALSE,"none",207,205,207,"Shenyang",123.6836,41.9339,NA
"98","1099A","<U+6D51><U+5357><U+4E1C><U+8DEF>","<U+6C88><U+9633>",FALSE,"Liaoning","Shenyang","none",FALSE,FALSE,"none",207,205,207,"Shenyang",123.535,41.7561,NA
"99","1100A","<U+65B0><U+79C0><U+8857>","<U+6C88><U+9633>",FALSE,"Liaoning","Shenyang","none",FALSE,FALSE,"none",207,205,207,"Shenyang",123.439,41.7089,NA
"100","1101A","<U+6CA7><U+6D77><U+8DEF>","<U+6C88><U+9633>",FALSE,"Liaoning","Shenyang","none",FALSE,FALSE,"none",207,205,207,"Shenyang",123.284,41.7694,NA
"101","1102A","<U+4E1C><U+9675><U+8DEF>","<U+6C88><U+9633>",FALSE,"Liaoning","Shenyang","none",FALSE,FALSE,"none",207,205,207,"Shenyang",123.542,41.8336,NA
"102","1103A","<U+9675><U+4E1C><U+8857>","<U+6C88><U+9633>",FALSE,"Liaoning","Shenyang","none",FALSE,FALSE,"none",207,205,207,"Shenyang",123.428,41.8472,NA
"103","1104A","<U+6587><U+5316><U+8DEF>","<U+6C88><U+9633>",FALSE,"Liaoning","Shenyang","none",FALSE,FALSE,"none",207,205,207,"Shenyang",123.41,41.765,NA
"104","1105A","<U+5C0F><U+6CB3><U+6CBF>","<U+6C88><U+9633>",FALSE,"Liaoning","Shenyang","none",FALSE,FALSE,"none",207,205,207,"Shenyang",123.478,41.7775,NA
"105","1106A","<U+592A><U+539F><U+8857>","<U+6C88><U+9633>",FALSE,"Liaoning","Shenyang","none",FALSE,FALSE,"none",207,205,207,"Shenyang",123.3997,41.7972,NA
"106","1107A","<U+5357><U+5341><U+4E1C><U+8DEF>","<U+6C88><U+9633>",FALSE,"Liaoning","Shenyang","none",FALSE,FALSE,"none",207,205,207,"Shenyang",123.3606,41.7806,NA
"107","1108A","<U+4EAC><U+6C88><U+8857>","<U+6C88><U+9633>",FALSE,"Liaoning","Shenyang","none",FALSE,FALSE,"none",207,205,207,"Shenyang",123.3783,41.9228,NA
"108","1109A","<U+7518><U+4E95><U+5B50>","<U+5927><U+8FDE>",FALSE,"Liaoning","Dalian","neighbor2",FALSE,FALSE,"none",199,50,199,"Dalian",121.6119444,38.97388889,NA
"109","1110A","<U+5468><U+6C34><U+5B50>","<U+5927><U+8FDE>",FALSE,"Liaoning","Dalian","neighbor2",FALSE,FALSE,"none",199,50,199,"Dalian",121.565,38.95111111,NA
"110","1111A","<U+661F><U+6D77><U+4E09><U+7AD9>","<U+5927><U+8FDE>",FALSE,"Liaoning","Dalian","neighbor2",FALSE,FALSE,"none",199,50,199,"Dalian",121.5638889,38.885,NA
"111","1112A","<U+9752><U+6CE5><U+6D3C><U+6865>","<U+5927><U+8FDE>",FALSE,"Liaoning","Dalian","neighbor2",FALSE,FALSE,"none",199,50,199,"Dalian",121.6330556,38.91194444,NA
"112","1113A","<U+5085><U+5BB6><U+5E84>","<U+5927><U+8FDE>",FALSE,"Liaoning","Dalian","neighbor2",FALSE,FALSE,"none",199,50,199,"Dalian",121.625,38.86388889,NA
"113","1114A","<U+4E03><U+8D24><U+5CAD>","<U+5927><U+8FDE>",FALSE,"Liaoning","Dalian","neighbor2",FALSE,FALSE,"none",199,50,199,"Dalian",121.5180556,38.85611111,NA
"114","1115A","<U+65C5><U+987A>","<U+5927><U+8FDE>",FALSE,"Liaoning","Dalian","neighbor2",FALSE,FALSE,"none",199,50,199,"Dalian",121.2588889,38.80805556,NA
"115","1116A","<U+91D1><U+5DDE>","<U+5927><U+8FDE>",FALSE,"Liaoning","Dalian","neighbor2",FALSE,FALSE,"none",199,50,199,"Dalian",121.7481,39.1311,NA
"116","1117A","<U+5F00><U+53D1><U+533A>","<U+5927><U+8FDE>",FALSE,"Liaoning","Dalian","neighbor2",FALSE,FALSE,"none",199,50,199,"Dalian",121.7769,39.0511,NA
"117","1118A","<U+53CC>D<U+6E2F>","<U+5927><U+8FDE>",FALSE,"Liaoning","Dalian","neighbor2",FALSE,FALSE,"none",199,50,199,"Dalian",121.9769,39.0631,NA
"118","1119A","<U+98DF><U+54C1><U+5382>","<U+957F><U+6625>",FALSE,"Jilin","Changchun","none",FALSE,FALSE,"none",189,331,189,"Changchun",125.323,43.9167,NA
"119","1120A","<U+5BA2><U+8F66><U+5382>","<U+957F><U+6625>",FALSE,"Jilin","Changchun","none",FALSE,FALSE,"none",189,331,189,"Changchun",125.287,43.91,NA
"120","1121A","<U+90AE><U+7535><U+5B66><U+9662>","<U+957F><U+6625>",FALSE,"Jilin","Changchun","none",FALSE,FALSE,"none",189,331,189,"Changchun",125.2786,43.84,NA
"121","1122A","<U+52B3><U+52A8><U+516C><U+56ED>","<U+957F><U+6625>",FALSE,"Jilin","Changchun","none",FALSE,FALSE,"none",189,331,189,"Changchun",125.3649,43.8748,NA
"122","1123A","<U+56ED><U+6797><U+5904>","<U+957F><U+6625>",FALSE,"Jilin","Changchun","none",FALSE,FALSE,"none",189,331,189,"Changchun",125.325,43.8694,NA
"123","1124A","<U+51C0><U+6708><U+6F6D>","<U+957F><U+6625>",FALSE,"Jilin","Changchun","none",FALSE,FALSE,"none",189,331,189,"Changchun",125.454,43.7878,NA
"124","1125A","<U+7529><U+6E7E><U+5B50>","<U+957F><U+6625>",FALSE,"Jilin","Changchun","none",FALSE,FALSE,"none",189,331,189,"Changchun",125.633,43.55,NA
"125","1126A","<U+7ECF><U+5F00><U+533A><U+73AF><U+536B><U+5904>","<U+957F><U+6625>",FALSE,"Jilin","Changchun","none",FALSE,FALSE,"none",189,331,189,"Changchun",125.417,43.8667,NA
